f,scl1
0.0,-0.006565086
0.0,9.059958e-05
0.0,-0.004689256
0.0,0.0069797635
0.0,0.002115811
0.0,-0.0014754804
0.0,-0.0052573443
0.0,0.007230595
0.0,0.0024580448
0.0,0.0005490816
0.0,0.010976004
0.0,-0.0010856135
0.0,-0.006859076
0.0,0.0021063893
0.0,0.0011220485
0.0,-0.0017096138
0.0,-0.0043508317
0.0,0.004853657
0.0,0.0019564377
0.0,0.015727393
0.0,-0.0053975815
0.0,0.0017134186
0.0,0.0017732064
0.0,-0.0103332475
0.0,-0.003027382
0.0,0.008955659
0.0,-0.004933415
0.0,-0.010415087
0.0,-0.0115374485
0.0,-0.001577114
0.0,0.004820823
0.0,0.0056939204
0.0,7.900814e-05
0.0,-0.00310335
0.0,0.000110619476
0.0,-0.008344379
0.0,0.003919181
0.0,0.0023397775
0.0,0.002974772
0.0,-0.0051418734
0.0,-0.0028897137
0.0,-0.0015447636
0.0,-0.006383689
0.0,0.00050080684
0.0,0.0019338743
0.0,0.0037761214
0.0,-0.009255927
0.0,-0.0032458596
0.0,-0.008995992
0.0,0.0054744915
0.0,0.0016930266
0.0,-0.008534477
0.0,0.0017581354
0.0,-0.006465262
0.0,-0.009767494
0.0,0.0021959678
0.0,0.0033965628
0.0,-0.0067749433
0.0,0.0028294162
0.0,0.0015683802
0.0,-0.0024122735
0.0,-0.002641787
0.0,-0.0024997217
0.0,0.004820809
0.0,-0.00054989755
0.0,0.006763414
0.0,-0.0060068755
0.0,0.008242654
0.0,0.00068200415
0.0,2.2798654e-06
0.0,-0.0036601028
0.0,-0.005938277
0.0,-0.00096092443
0.0,-0.0053888536
0.0,0.0012892106
0.0,-0.0009121654
0.0,0.005586871
0.0,0.0035986186
0.0,-0.0019773762
0.0,-0.0017406312
0.0,0.0069893007
0.0,-0.0033183205
0.0,-0.003575622
0.0,-0.014222541
0.0,-0.0021025408
0.0,0.013870039
0.0,0.0008936802
0.0,-0.0038901018
0.0,0.0012832675
0.0,0.0038403764
0.0,0.006365571
0.0,-0.0019480524
0.0,0.0021739297
0.0,0.002540221
0.0,0.004958809
0.0,-0.0076516652
0.0,3.8085225e-05
0.0,-0.00045323157
0.0,-0.00242977
0.0,0.0032444904
0.0,-0.00530124
0.0,0.0033093712
0.0,0.0031987831
0.0,-0.0015707114
0.0,-0.0025330894
0.0,0.0022939448
0.0,-0.0002063588
0.0,0.003888014
0.0,-0.0073363897
0.0,-0.009473968
0.0,0.00088752183
0.0,-0.0046927626
0.0,-0.0049743275
0.0,0.0073384927
0.0,-0.006785178
0.0,0.003996333
0.0,0.00308258
0.0,0.0020246452
0.0,0.0070235506
0.0,-0.0074776458
0.0,-0.007962079
0.0,0.00088009954
0.0,0.004602554
0.0,-0.005175672
0.0,-0.00025341616
0.0,-0.005892141
0.0,-0.003935611
0.0,-0.0039385045
0.0,0.0003158226
0.0,-0.0031325074
0.0,0.0021257603
0.0,-0.006362727
0.0,0.006287393
0.0,0.0072479877
0.0,0.0048785135
0.0,-0.00169686
0.0,-0.0008250023
0.0,0.0016036077
0.0,0.0084785605
0.0,0.004702384
0.0,-0.0001396414
0.0,0.0057199574
0.0,-0.0010854438
0.0,0.0009071418
0.0,0.005437144
0.0,-0.0017397411
0.0,-0.006333599
0.0,-0.0024273775
0.0,-0.0018446072
0.0,-0.011474188
0.0,-0.010733466
0.0,-0.009224213
0.0,-0.0023963328
0.0,-0.0041015716
0.0,0.008011726
0.0,-0.012947698
0.0,0.0029293397
0.0,0.005479385
0.0,-0.003056112
0.0,0.00040910658
0.0,-0.0026323737
0.0,-0.00094744435
0.0,-0.004113849
0.0,0.0033223287
0.0,0.0038332772
0.0,-0.0017716187
0.0,0.0008755095
0.0,-0.0042821197
0.0,0.0049362956
0.0,0.009937519
0.0,-0.0021461544
0.0,-0.0022671048
0.0,0.01816583
0.0,0.00864048
0.0,-0.0065724826
0.0,0.00054906216
0.0,-0.0014181121
0.0,0.0029585445
0.0,-0.0029986405
0.0,0.00029908514
0.0,0.006647437
0.0,-0.009035415
0.0,-0.010256006
0.0,0.0028085897
0.0,-0.0009587325
0.0,0.0027601055
0.0,-0.0007519575
0.0,0.0034824298
0.0,0.0072460966
0.0,0.004702224
0.0,0.0003311762
0.0,-0.011186217
0.0,-0.0031281775
0.0,-0.007003218
0.0,0.002604606
0.0,-0.0030112213
0.0,0.00019159279
0.0,0.0059232395
0.0,0.004977871
0.0,-0.00058210915
0.0,-0.012400152
0.0,0.0070051616
0.0,-0.00037313587
0.0,0.0010762218
0.0,-0.005894235
0.0,-0.009984237
0.0,-0.009407768
0.0,0.0030280647
0.0,0.004565707
0.0,0.01039328
0.0,0.0022747354
0.0,-0.0024143497
0.0,-0.002248948
0.0,-0.0021751237
0.0,-0.007721308
0.0,0.00040809106
0.0,0.0009072981
0.0,0.004264876
0.0,0.0022659784
0.0,0.0010974093
0.0,-0.003515531
0.0,-0.0012069322
0.0,-0.0020290706
0.0,0.008049359
0.0,-0.00438809
0.0,-0.009255452
0.0,-0.008354403
0.0,0.0016234032
0.0,-8.143838e-05
0.0,-0.0005982749
0.0,-0.0033150187
0.0,0.0050952574
0.0,0.010746831
0.0,0.007671534
0.0,0.0007315873
0.0,-0.0015196978
0.0,0.002067706
0.0,0.0038617172
0.0,-0.0033637402
0.0,0.0014252574
0.0,-0.0025195736
0.0,0.002094228
0.0,0.0011937795
0.0,0.0020440172
0.0,-0.004926438
0.0,-0.0030215355
0.0,-0.0034674064
0.0,-0.0022432578
0.0,-0.0027575684
0.0,-0.0026103556
0.0,-0.00049915194
0.0,-0.0022662135
0.0,-0.0011672529
0.0,0.0013955007
0.0,0.0049321614
0.0,-0.0013443063
0.0,-0.00046805854
0.0,-0.0001538624
0.0,0.0017978677
0.0,0.004213944
0.0,-0.0017066523
0.0,-0.0065550786
0.0,0.0037763286
0.0,-0.0033105751
0.0,-0.0017915135
0.0,0.0065845554
0.0,-0.0039773732
0.0,-0.0012013431
0.0,-0.0032510527
0.0,-0.0029415337
0.0,0.0003365039
0.0,0.0066302475
0.0,4.3361044e-05
0.0,0.0028695727
0.0,0.0050586574
0.0,0.00060435676
0.0,0.0056376574
0.0,-0.008509395
0.0,0.00041267218
0.0,0.0021280218
0.0,0.0043387646
0.0,0.004638441
0.0,-0.0050472207
0.0,0.005663828
0.0,0.005704695
0.0,0.0039739204
0.0,0.006097063
0.0,-0.00063878944
0.0,0.0040977905
0.0,-0.0027887155
0.0,0.0014446863
0.0,-0.0022625886
0.0,0.00461525
0.0,0.004834375
0.0,0.0054334053
0.0,0.005883263
0.0,0.0020364982
0.0,-0.010010647
0.0,-0.0069954344
0.0,0.001213577
0.0,-0.00081261713
0.0,-0.0032539289
0.0,-0.0044167144
0.0,0.011948996
0.0,0.013242003
0.0,0.0024124205
0.0,-0.005995017
0.0,-0.0028341284
0.0,-0.0031806403
0.0,-0.00361937
0.0,-0.0070330533
0.0,0.005545865
0.0,-0.007924086
0.0,-0.006021452
0.0,-0.00076302915
0.0,0.0022138304
0.0,0.0048346897
0.0,-0.0003668005
0.0,0.010885359
0.0,0.013021111
0.0,0.0015082062
0.0,-0.00036792443
0.0,0.003426307
0.0,0.0029272402
0.0,0.002301476
0.0,-0.0045523853
0.0,-0.0012338837
0.0,-0.003328588
0.0,-0.009100939
0.0,-0.011841125
0.0,0.0022377316
0.0,0.0034617172
0.0,-0.0053542014
0.0,-0.006076028
0.0,0.008299108
0.0,-0.00036049137
0.0,-0.015724028
0.0,-0.00045241386
0.0,0.00038186586
0.0,3.1084157e-05
0.0,-0.002434133
0.0,-0.0063976785
0.0,0.0030110981
0.0,0.002776994
0.0,-0.0020380006
0.0,-0.0053793304
0.0,-0.0043242634
0.0,-0.0035896245
0.0,0.0076951054
0.0,0.008289542
0.0,0.0057259607
0.0,0.00053643185
0.0,-0.0051483875
0.0,0.00020264283
0.0,-0.000885715
0.0,-0.0060796393
0.0,-0.007886059
0.0,-0.0030970837
0.0,0.0035374227
0.0,-0.0036595995
0.0,-0.004608645
0.0,0.0058249542
0.0,-0.0034871663
0.0,0.010114548
0.0,4.4507146e-06
0.0,0.010456473
0.0,0.005549997
0.0,0.0051067458
0.0,-0.0025706824
0.0,-0.0013509655
0.0,0.004937262
0.0,-0.0058734273
0.0,0.0012127348
0.0,-0.0012559573
0.0,-0.0038353358
0.0,-0.0060554063
0.0,0.0046933647
0.0,-0.004846301
0.0,-0.00554208
0.0,0.0028665487
0.0,0.007404321
0.0,0.008048841
0.0,0.00046609563
0.0,0.0019039356
0.0,0.0030210835
0.0,0.0057189087
0.0,-0.009368014
0.0,0.0007280738
0.0,0.004260011
0.0,0.009032026
0.0,-0.0012718819
0.0,0.0020693408
0.0,0.0091571305
0.0,-0.006610047
0.0,0.00018690324
0.0,0.002870446
0.0,-0.0021010584
0.0,0.0021345606
0.0,0.0034385778
0.0,-0.010750758
0.0,-0.015167832
0.0,-0.007847565
0.0,-0.012131278
0.0,0.0053184717
0.0,0.0019428825
0.0,0.006952607
0.0,-0.009615205
0.0,-0.002635253
0.0,0.0020271963
0.0,0.009661563
0.0,-0.004154196
0.0,0.004818836
0.0,0.002723124
0.0,0.0018963346
0.0,0.009954521
0.0,0.0029458248
0.0,0.0058699986
0.0,-0.010251924
0.0,-0.0031257141
0.0,-0.0019294671
0.0,-0.0031613782
0.0,-0.0042481124
0.0,-0.004179546
0.0,0.0035544639
0.0,0.0043556057
0.0,0.012454473
0.0,0.0044353097
0.0,0.0028987315
0.0,0.00019702387
0.0,0.003347631
0.0,0.0038987112
0.0,0.012164361
0.0,-0.001164575
0.0,-0.010426898
0.0,-0.004705764
0.0,-0.0070896097
0.0,-0.01011581
0.0,0.004860409
0.0,-0.0038514545
0.0,-0.008830841
0.0,-0.0019877732
0.0,-0.00688122
0.0,-0.0006074654
0.0,0.003150882
0.0,0.0058988687
0.0,0.0066389986
0.0,0.0034218917
0.0,0.003923711
0.0,0.008440991
0.0,-0.0039670556
0.0,-0.0089642545
0.0,-0.0055936985
0.0,0.00807384
0.0,0.0047579785
0.0,-0.011976882
0.0,-0.005035705
0.0,-0.008444923
0.0,0.008501128
0.0,0.004141147
0.0,0.0060237283
0.0,0.010019136
0.0,0.0023968634
0.0,0.0032035199
0.0,0.0040846327
0.0,0.0003459225
0.0,0.0010021285
0.0,0.0009912841
0.0,0.004279339
0.0,-0.0006588063
0.0,-0.0073672044
0.0,0.0012981603
0.0,-0.007548877
0.0,-0.0057554734
0.0,0.006247283
0.0,0.004056135
0.0,-0.000805784
0.0,0.0030752495
0.0,0.0046350695
0.0,0.004775018
0.0,0.002964046
0.0,0.010705624
0.0,0.0027635843
0.0,0.0021423793
0.0,-0.0028926274
0.0,0.008468649
0.0,-0.0009247369
0.0,-0.0092948275
0.0,-0.005999475
0.0,0.0017702975
0.0,0.0013980585
0.0,-0.0030259492
0.0,-0.0023531541
0.0,0.007303864
0.0,0.00130936
0.0,-0.0041797822
0.0,-0.0011516291
0.0,-0.007458149
0.0,-0.0013247144
0.0,0.00039563066
0.0,-0.0052054706
0.0,-0.0026935122
0.0,-0.0006568017
0.0,0.0066154622
0.0,0.008305072
0.0,-0.004168567
0.0,0.00052809657
0.0,0.0016378411
0.0,0.006250361
0.0,0.009280519
0.0,0.0028619685
0.0,0.0005999502
0.0,0.006694476
0.0,0.007898963
0.0,0.00575738
0.0,0.00012563527
0.0,0.006613988
0.0,-0.0051342174
0.0,-0.0063401796
0.0,-0.005862193
0.0,-0.002445307
0.0,-0.011763597
0.0,-0.0023122213
0.0,-0.00785633
0.0,-0.002032432
0.0,0.0011978924
0.0,0.0020447324
0.0,0.0043139686
0.0,0.0020888238
0.0,0.0014441091
0.0,0.005074161
0.0,-0.0008598307
0.0,0.005400154
0.0,-0.0028162627
0.0,0.0038739333
0.0,0.0041592936
0.0,-0.0066221845
0.0,0.00079211424
0.0,0.0017338039
0.0,-0.0059817825
0.0,0.006533401
0.0,0.0007252791
0.0,0.010836401
0.0,-0.0014133025
0.0,0.009913596
0.0,-0.004445629
0.0,0.0030065721
0.0,0.007323096
0.0,-0.0005510608
0.0,-0.0030865916
0.0,-0.008922335
0.0,0.0017399988
0.0,-0.0004722567
0.0,0.001644533
0.0,0.0054445365
0.0,-0.001299157
0.0,-0.0008539239
0.0,-0.0019441309
0.0,0.0036747276
0.0,0.0007091852
0.0,0.00073735387
0.0,0.0028586858
0.0,-0.0034653586
0.0,-0.0062705
0.0,-0.005747999
0.0,-0.007931991
0.0,-0.012956763
0.0,-0.009079219
0.0,-0.0031443313
0.0,-0.00090746867
0.0,-0.0011879643
0.0,-0.0038967226
0.0,-0.006681975
0.0,0.0015825001
0.0,-0.003900152
0.0,-0.002483061
0.0,-0.0048504416
0.0,-0.0058127604
0.0,0.0011594662
0.0,-0.002235418
0.0,-0.010032972
0.0,-0.0024602213
0.0,0.006080683
0.0,0.0028860779
0.0,0.006598372
0.0,-0.002733898
0.0,0.004119249
0.0,-0.0029736809
0.0,0.0021756955
0.0,0.0049039824
0.0,0.0040664445
0.0,-0.00020993456
0.0,-0.005157175
0.0,-0.0023243434
0.0,-0.0012181876
0.0,0.003629814
0.0,0.0004939865
0.0,-0.00130521
0.0,-0.006674766
0.0,-0.00073515536
0.0,0.0019329998
0.0,-0.007379833
0.0,-0.0032156159
0.0,-0.0046910704
0.0,0.0014353137
0.0,0.007915441
0.0,0.0035678325
0.0,0.010502962
0.0,0.00479199
0.0,-0.00072704087
0.0,0.00010201227
0.0,-0.0052255667
0.0,0.00029794616
0.0,-0.001281906
0.0,-0.012973469
0.0,-0.005912228
0.0,-0.0058605317
0.0,0.00410593
0.0,-0.0021023846
0.0,0.0012138379
0.0,-0.00256211
0.0,0.0032552108
0.0,0.009728385
0.0,0.004141649
0.0,0.007261678
0.0,0.0055877767
0.0,-0.0019291269
0.0,-0.0060797743
0.0,-0.009084427
0.0,-0.002655217
0.0,0.008383282
0.0,-0.0047365827
0.0,-0.0033972708
0.0,-0.009290177
0.0,-0.004476509
0.0,0.0048835776
0.0,-0.0020954146
0.0,-0.0037878754
0.0,-0.00019883603
0.0,-0.003253185
0.0,-0.0010800485
0.0,0.002969615
0.0,-0.0038722116
0.0,-0.0004062488
0.0,-0.0059830025
0.0,0.0011495028
0.0,0.0022102534
0.0,-0.00039317718
0.0,-0.0046831253
0.0,0.0029700624
0.0,0.0014156594
0.0,0.0058766827
0.0,0.006729526
0.0,0.0022168823
0.0,0.005601813
0.0,-0.0084063625
0.0,0.0008053006
0.0,-0.00905376
0.0,-0.0048849485
0.0,-0.0088153565
0.0,-0.008326774
0.0,-0.0012450016
0.0,0.019530538
0.0,-0.0034124348
0.0,-0.0016188069
0.0,-0.00048721788
0.0,0.0014164982
0.0,0.0006905591
0.0,0.007855939
0.0,0.011177573
0.0,0.004795776
0.0,-0.0019185618
0.0,-0.0038571185
0.0,-0.00032814415
0.0,0.0016076756
0.0,0.0069091087
0.0,0.0009958461
0.0,-0.004805213
0.0,0.0023746693
0.0,-0.014624037
0.0,0.0002413659
0.0,0.0035688332
0.0,0.015402761
0.0,0.0019749391
0.0,0.0012557602
0.0,0.00038036614
0.0,0.006733013
0.0,-0.0016923596
0.0,-0.00011150976
0.0,0.002298625
0.0,0.0061075576
0.0,0.0052386383
0.0,-0.00551339
0.0,-0.010163209
0.0,0.001285685
0.0,0.002120289
0.0,-0.002031051
0.0,0.004910232
0.0,-0.004251035
0.0,0.0018089591
0.0,0.0048319306
0.0,-0.009581767
0.0,0.008115292
0.0,0.0023163045
0.0,-0.0060623395
0.0,0.005071933
0.0,-0.006361219
0.0,-0.0012331818
0.0,0.0059744543
0.0,-0.003520141
0.0,-0.003193413
0.0,-0.0010559041
0.0,-0.0058158115
0.0,-0.0056018494
0.0,-0.003196862
0.0,0.007254547
0.0,0.0032973723
0.0,-0.003176989
0.0,-0.0037779752
0.0,0.0055601066
0.0,-0.00408557
0.0,0.0008653775
0.0,0.0037491873
0.0,-0.006817042
0.0,0.00028555826
0.0,-0.003981409
0.0,0.0066488744
0.0,0.0037528796
0.0,0.0033759582
0.0,0.0038528347
0.0,-0.0077693234
0.0,-0.0010607317
0.0,0.0046589184
0.0,0.0046864636
0.0,0.002263825
0.0,-0.009739783
0.0,-0.00018871637
0.0,0.003285336
0.0,0.0053603053
0.0,0.0002542301
0.0,-0.00086367916
0.0,0.0012436731
0.0,0.0014999676
0.0,-0.0010312772
0.0,0.012002154
0.0,-0.006871873
0.0,-0.005729719
0.0,0.000112136986
0.0,0.012780838
0.0,-0.005965681
0.0,-0.007804431
0.0,-0.00091311254
0.0,0.0042539993
0.0,-0.0092599215
0.0,-0.0044938736
0.0,0.0030513934
0.0,-0.00854009
0.0,-0.001902349
0.0,-0.004104903
0.0,0.0023882906
0.0,-0.0021950193
0.0,0.01168003
0.0,0.0015114412
0.0,0.0008674679
0.0,-7.033976e-06
0.0,-0.014796683
0.0,-0.0020390109
0.0,0.0046355305
0.0,0.000874517
0.0,-0.0070764897
0.0,-0.007559054
0.0,0.0028855014
0.0,-0.005897522
0.0,-0.001131169
0.0,0.0024354113
0.0,0.0036856455
0.0,0.00032963467
0.0,-0.009202212
0.0,-0.00072867976
0.0,-0.0028929827
0.0,-0.0033484215
0.0,-0.00033420455
0.0,-0.005562022
0.0,0.005826881
0.0,-0.004507267
0.0,-0.0062667853
0.0,-0.004774357
0.0,0.0027871581
0.0,0.007157403
0.0,-0.0041444665
0.0,-0.0031386514
0.0,-0.00043853043
0.0,0.012017425
0.0,0.00047567568
0.0,-0.007987776
0.0,0.0059371367
0.0,0.0010060826
0.0,-0.0059460863
0.0,-0.00018896721
0.0,-0.004851704
0.0,0.00086400355
0.0,-0.005470801
0.0,-0.0011823287
0.0,-0.004300256
0.0,-0.00029021382
0.0,-0.00029554017
0.0,0.010119142
0.0,0.0026597572
0.0,-0.005405395
0.0,0.0040744357
0.0,0.0038792943
0.0,-0.0067578806
0.0,0.0026286417
0.0,-0.0029017825
0.0,0.008699451
0.0,-0.00045574736
0.0,-0.0066753435
0.0,-0.010226506
0.0,0.005820635
0.0,-0.005131584
0.0,-0.0039444743
0.0,-0.0008593306
0.0,-0.011981586
0.0,0.004959552
0.0,-0.0050836545
0.0,0.008406961
0.0,0.006773537
0.0,0.00073267677
0.0,-0.0031076816
0.0,-0.0023635228
0.0,-0.003651042
0.0,-0.010118909
0.0,0.0041327747
0.0,-0.0032335029
0.0,0.00096081273
0.0,0.006900747
0.0,0.0036484366
0.0,0.004392478
0.0,0.0033649597
0.0,-0.0040142904
0.0,-0.0016320309
0.0,-0.0027477103
0.0,0.0034885625
0.0,-0.0044218567
0.0,0.0021059532
0.0,0.002488434
0.0,0.00016984575
0.0,0.012305978
0.0,-0.0047476017
0.0,-0.00044762975
0.0,0.005114383
0.0,0.0043965415
0.0,-0.0023062662
0.0,-0.0036498753
0.0,-0.0071891546
0.0,-0.004021748
0.0,0.0010316635
0.0,-0.0017717634
0.0,0.0065972866
0.0,-0.004786129
0.0,0.0063641765
0.0,0.001049577
0.0,0.009745252
0.0,-0.006159421
0.0,-0.005745476
0.0,-0.0025820206
0.0,0.0065288995
0.0,0.007609978
0.0,-0.005351202
0.0,0.008730539
0.0,0.0072408733
0.0,0.0007329748
0.0,-0.00083286344
0.0,0.007407232
0.0,-0.0066271746
0.0,0.00044407562
0.0,-0.0007162983
0.0,0.0010449244
0.0,0.00346034
0.0,-0.00084201974
0.0,0.0077250563
0.0,0.006052441
0.0,0.006786446
0.0,-0.0009829814
0.0,-0.004746213
0.0,-0.00047941663
0.0,-0.00075439824
0.0,0.003999256
0.0,-0.004745095
0.0,-0.0016801405
0.0,-0.0063320976
0.0,-0.0029408182
0.0,0.0009807487
0.0,0.00028308562
0.0,-0.010056525
0.0,-0.008621305
0.0,-0.0002287007
0.0,-0.007193833
0.0,0.0017550839
0.0,0.0038314494
0.0,-0.0057572285
0.0,-0.0010986254
0.0,-0.00043193498
0.0,-0.001119829
0.0,0.0030684557
0.0,0.0042212014
0.0,0.0055262595
0.0,-0.007993949
0.0,0.0010003858
0.0,-0.0052721733
0.0,0.0020429904
0.0,0.0038304788
0.0,-0.0065055904
0.0,0.0030150698
0.0,-0.009483818
